device_type,device_type_encoded,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_encoded,system_uptime_hours,days_since_last_update,disk_age_months,disk_temperature_celsius,read_errors,write_errors,pending_sectors,disk_health_score,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
laptop,1,45.0,80.5,67.7,55.7,7.1,16,55.3,1500.0,1.0,1472.0,70.0,20.6,23.0,0,0.0,0,100.0,76.8,100.0,38.7,60.0,74.9,8.1
laptop,1,80.8,20.0,78.8,67.5,5.2,16,56.5,1500.0,1.0,596.1,117.0,19.9,26.0,0,0.0,0,100.0,71.9,91.0,39.5,59.1,72.4,0.0
desktop,0,39.1,78.2,72.3,60.1,6.4,16,-1.0,-1.0,-1.0,884.6,89.0,21.3,27.0,0,0.0,0,100.0,71.5,99.9,100.0,50.5,81.5,40.8
desktop,0,24.8,26.7,55.3,57.5,13.6,32,-1.0,-1.0,-1.0,310.0,73.0,35.3,23.0,0,0.0,0,95.0,100.0,100.0,100.0,70.5,92.6,34.9
laptop,1,61.6,39.9,67.5,55.0,14.4,32,58.0,1500.0,1.0,20.3,109.0,12.2,28.0,0,0.0,0,100.0,89.5,100.0,40.6,67.9,79.3,0.0
laptop,1,70.8,29.7,74.4,43.2,4.5,8,58.0,1500.0,0.0,776.6,95.0,6.3,30.0,0,0.0,0,100.0,79.8,100.0,40.6,49.5,75.1,0.0
desktop,0,1.4,79.1,65.6,29.3,5.7,8,-1.0,-1.0,-1.0,58.7,20.0,21.0,27.0,0,0.0,0,100.0,80.5,100.0,100.0,100.0,94.2,15.8
laptop,1,31.3,44.5,63.3,41.7,18.6,32,67.2,1181.0,1.0,10.3,49.0,44.9,30.0,0,0.0,0,90.0,95.4,100.0,52.1,90.5,83.4,24.4
laptop,1,42.0,46.9,69.1,68.3,10.2,32,59.7,1500.0,1.0,153.8,77.0,2.5,31.0,0,0.0,0,100.0,87.3,90.0,41.8,76.5,78.4,18.0
desktop,0,75.5,57.9,73.3,35.1,10.4,16,-1.0,-1.0,-1.0,132.3,104.0,2.5,26.0,0,0.0,0,100.0,78.2,100.0,100.0,68.5,87.2,0.0
laptop,1,47.6,82.2,75.0,47.3,16.9,32,66.1,1289.0,1.0,197.6,97.0,18.0,26.0,0,0.0,0,100.0,65.0,100.0,50.5,61.2,75.0,18.9
desktop,0,81.4,37.7,78.0,51.4,7.8,16,-1.0,-1.0,-1.0,2274.7,142.0,2.5,25.0,0,0.0,0,100.0,73.4,100.0,100.0,32.3,78.5,0.9
laptop,1,59.9,17.0,63.7,56.0,14.1,32,56.3,1500.0,1.0,22.7,112.0,22.3,29.0,0,0.0,0,100.0,94.8,100.0,39.4,67.6,80.3,0.0
desktop,0,37.7,57.2,65.6,37.0,5.0,8,-1.0,-1.0,-1.0,644.8,43.0,57.3,32.0,0,0.0,0,90.0,89.3,100.0,100.0,85.5,90.9,13.2
laptop,1,48.0,24.4,63.5,40.6,4.8,8,60.7,1306.0,0.0,1799.1,74.0,73.0,31.0,0,0.0,2,70.0,95.1,100.0,43.0,58.0,72.8,0.0
desktop,0,49.9,26.6,61.6,34.1,10.5,16,-1.0,-1.0,-1.0,3614.7,60.0,60.8,27.0,0,0.0,0,80.0,97.8,100.0,100.0,53.0,83.9,9.0
laptop,1,25.2,61.3,65.3,46.6,8.5,16,70.3,997.0,0.0,70.9,51.0,66.5,33.0,0,0.0,0,80.0,88.1,100.0,56.5,89.5,80.1,4.4
laptop,1,49.7,56.4,71.8,38.1,19.8,32,55.4,1500.0,0.0,19.8,79.0,1.7,39.0,0,0.0,0,100.0,80.9,100.0,38.8,75.5,77.5,13.5
laptop,1,21.2,23.1,55.7,39.2,9.7,16,79.9,683.0,0.0,19.2,50.0,59.0,24.0,1,0.0,0,85.0,100.0,100.0,81.3,90.0,90.6,11.0
laptop,1,9.2,31.1,58.3,45.8,4.3,8,90.6,365.0,0.0,701.1,18.0,22.1,40.0,0,0.0,0,100.0,100.0,100.0,96.1,92.0,98.2,49.9
laptop,1,37.4,43.2,67.0,51.0,15.7,32,57.2,1496.0,0.0,4034.0,68.0,27.8,21.0,0,0.0,0,95.0,90.2,100.0,40.0,49.0,76.2,18.0
desktop,0,38.2,27.6,62.0,39.0,9.8,16,-1.0,-1.0,-1.0,1868.1,75.0,10.9,27.0,0,0.0,0,100.0,97.2,100.0,100.0,57.5,90.7,52.3
laptop,1,56.9,24.0,72.1,51.7,3.9,8,56.7,1500.0,0.0,138.9,63.0,12.3,22.0,0,0.0,0,100.0,83.1,99.2,39.7,83.5,78.9,0.6
laptop,1,37.8,46.5,60.0,42.5,4.6,8,57.3,1402.0,1.0,76.7,31.0,6.1,37.0,0,0.0,0,100.0,100.0,100.0,40.1,99.5,85.0,18.0
desktop,0,50.1,62.0,71.8,45.2,8.8,16,-1.0,-1.0,-1.0,141.2,69.0,17.3,28.0,0,0.0,0,100.0,78.7,100.0,100.0,80.5,89.7,12.9
laptop,1,26.3,30.3,55.2,53.5,7.4,16,74.3,822.0,0.0,1388.7,60.0,1.8,32.0,0,0.0,0,100.0,100.0,100.0,68.4,65.0,88.6,45.7
laptop,1,41.1,21.9,60.4,56.4,7.0,16,57.1,1500.0,1.0,4189.8,66.0,5.3,25.0,0,0.0,0,100.0,99.4,100.0,40.0,50.0,79.8,16.8
desktop,0,41.1,17.0,56.8,40.6,4.8,8,-1.0,-1.0,-1.0,260.9,80.0,54.3,24.0,0,0.0,0,90.0,100.0,100.0,100.0,67.0,90.4,15.9
laptop,1,48.1,32.8,66.4,53.6,7.4,16,56.8,1500.0,1.0,1088.7,103.0,44.9,28.0,0,0.0,0,90.0,91.0,100.0,39.8,48.6,75.1,18.0
desktop,0,22.1,83.3,61.6,52.8,3.8,8,-1.0,-1.0,-1.0,643.3,44.0,9.2,34.0,0,0.0,0,100.0,82.8,98.4,100.0,85.0,91.5,60.0
laptop,1,67.7,58.5,76.0,51.2,15.6,32,55.9,1500.0,0.0,4.1,98.0,30.9,22.0,0,0.0,0,95.0,73.7,100.0,39.1,69.1,73.9,0.0
laptop,1,58.9,21.3,63.9,63.4,5.9,16,57.1,1500.0,0.0,2070.6,102.0,58.2,27.0,0,0.0,0,90.0,94.5,95.9,40.0,48.7,75.4,0.0
desktop,0,58.4,84.6,76.3,40.7,9.5,16,-1.0,-1.0,-1.0,17.8,101.0,7.6,40.0,0,0.0,0,100.0,60.4,100.0,100.0,68.8,81.9,3.9
desktop,0,18.3,46.5,56.2,39.4,9.7,16,-1.0,-1.0,-1.0,105.5,33.0,54.0,29.0,0,0.0,0,90.0,100.0,100.0,100.0,98.5,96.7,16.2
laptop,1,52.6,81.1,69.7,43.5,4.5,8,55.4,1500.0,1.0,255.8,76.0,21.1,30.0,0,0.0,0,100.0,73.4,100.0,38.8,69.0,74.9,1.4
desktop,0,55.8,65.2,68.6,46.7,17.0,32,-1.0,-1.0,-1.0,85.8,39.0,19.8,34.0,0,0.0,0,100.0,81.9,100.0,100.0,95.5,93.7,7.0
laptop,1,43.6,47.8,61.9,63.8,5.8,16,58.7,1367.0,1.0,79.2,50.0,2.4,34.0,0,0.0,0,100.0,97.3,95.4,41.1,90.0,82.9,18.0
laptop,1,32.1,79.1,71.9,59.4,13.0,32,66.8,1059.0,1.0,1984.3,59.0,3.9,38.0,0,0.0,0,100.0,71.7,100.0,51.5,65.5,77.4,30.6
desktop,0,72.2,17.4,66.9,53.8,3.7,8,-1.0,-1.0,-1.0,1852.2,70.0,1.7,35.0,0,0.0,0,100.0,90.3,97.6,100.0,60.0,88.6,7.7
desktop,0,65.4,68.7,80.0,59.9,12.8,32,-1.0,-1.0,-1.0,131.7,47.0,52.4,29.0,0,0.0,0,90.0,62.2,100.0,100.0,91.5,84.0,17.6
desktop,0,32.4,30.5,62.3,53.9,3.7,8,-1.0,-1.0,-1.0,683.5,62.0,35.3,28.0,0,0.0,0,95.0,96.8,97.6,100.0,76.0,92.3,34.9
laptop,1,64.1,91.1,82.2,49.2,4.1,8,59.7,1500.0,0.0,515.0,87.0,5.9,23.0,0,0.0,0,100.0,43.6,100.0,41.8,63.5,67.7,0.0
laptop,1,23.3,36.3,59.2,58.1,3.4,8,80.6,696.0,1.0,553.7,63.0,18.8,38.0,0,0.0,0,100.0,100.0,95.2,80.9,75.5,92.1,26.8
desktop,0,9.7,62.0,56.9,55.6,14.2,32,-1.0,-1.0,-1.0,1.3,9.0,19.5,24.0,0,0.0,0,100.0,95.2,100.0,100.0,100.0,98.6,52.5
desktop,0,14.0,20.8,57.9,49.6,8.1,16,-1.0,-1.0,-1.0,8.7,31.0,31.6,30.0,0,0.0,0,95.0,100.0,100.0,100.0,99.5,98.4,38.4
laptop,1,41.7,53.4,62.7,35.7,20.6,32,59.5,1500.0,1.0,130.7,75.0,9.4,26.0,0,0.0,0,100.0,94.9,100.0,41.6,77.5,81.9,7.4
desktop,0,32.2,22.8,64.0,53.9,3.7,8,-1.0,-1.0,-1.0,1528.3,68.0,19.7,25.0,0,0.0,0,100.0,94.4,97.6,100.0,61.0,90.0,52.3
desktop,0,10.0,67.2,57.6,59.9,3.2,8,-1.0,-1.0,-1.0,968.1,23.0,4.9,19.0,0,0.0,0,100.0,93.1,93.6,100.0,80.0,92.6,60.0
desktop,0,0.7,27.1,56.7,49.7,8.1,16,-1.0,-1.0,-1.0,494.6,16.0,9.0,34.0,0,0.0,0,100.0,100.0,100.0,100.0,92.0,98.4,17.8
laptop,1,12.6,89.3,60.6,45.1,17.6,32,88.9,482.0,1.0,3776.4,30.0,8.0,21.0,0,0.0,0,100.0,78.8,100.0,89.1,68.0,88.8,41.1
desktop,0,80.7,92.7,81.1,45.1,8.8,16,-1.0,-1.0,-1.0,3243.0,170.0,4.7,22.0,0,0.0,0,100.0,44.2,100.0,100.0,29.3,69.1,0.0
laptop,1,53.5,43.5,70.1,53.0,3.8,8,55.7,1500.0,0.0,3242.6,74.0,22.6,20.0,0,0.0,0,100.0,85.9,98.4,39.0,46.0,75.6,0.0
laptop,1,11.4,75.5,59.4,35.7,5.1,8,90.1,355.0,1.0,1829.9,16.0,33.7,23.0,0,0.0,0,95.0,89.8,100.0,96.7,80.0,93.4,36.4
laptop,1,18.1,82.8,60.9,37.8,19.9,32,84.2,590.0,0.0,28.5,33.0,14.0,35.0,0,0.0,0,100.0,84.2,100.0,84.8,98.5,92.1,35.9
desktop,0,8.6,77.5,59.8,60.6,3.2,8,-1.0,-1.0,-1.0,52.5,25.0,20.5,37.0,0,0.0,0,100.0,89.0,92.9,100.0,100.0,95.3,51.5
desktop,0,77.1,16.4,77.1,64.2,2.9,8,-1.0,-1.0,-1.0,37.2,157.0,18.7,32.0,0,0.0,0,100.0,75.1,86.2,100.0,62.7,82.3,16.9
laptop,1,14.1,58.8,64.0,45.1,8.8,16,86.5,443.0,1.0,322.5,34.0,36.9,27.0,0,0.0,0,90.0,90.9,100.0,91.4,90.0,92.1,31.6
desktop,0,41.9,85.0,71.7,39.0,4.9,8,-1.0,-1.0,-1.0,116.5,61.0,61.9,26.0,0,0.0,0,80.0,67.1,100.0,100.0,84.5,81.0,8.1
laptop,1,83.1,76.5,81.6,60.2,12.7,32,56.1,1500.0,0.0,27.8,63.0,52.4,30.0,0,0.0,0,90.0,56.1,99.8,39.3,83.5,69.7,0.0
desktop,0,44.5,75.2,76.2,39.0,4.9,8,-1.0,-1.0,-1.0,462.6,95.0,40.5,25.0,0,0.0,0,90.0,66.7,100.0,100.0,61.5,79.3,28.4
desktop,0,29.8,81.3,71.2,38.3,4.9,8,-1.0,-1.0,-1.0,672.5,47.0,59.5,27.0,1,0.0,0,85.0,71.1,100.0,100.0,83.5,83.5,10.6
laptop,1,70.3,78.9,84.2,46.2,17.2,32,55.5,1500.0,1.0,13.1,132.0,15.4,32.0,0,0.0,0,100.0,50.3,100.0,38.8,65.4,68.8,0.0
laptop,1,77.2,81.8,80.3,44.2,4.5,8,54.8,1500.0,0.0,9.6,113.0,32.2,34.0,0,0.0,0,95.0,55.5,100.0,38.4,67.5,69.0,0.0
laptop,1,82.0,72.2,81.4,68.5,10.1,32,60.0,1500.0,0.0,119.8,112.0,41.0,25.0,0,0.0,0,90.0,58.2,89.8,42.0,67.6,67.8,0.0
laptop,1,61.2,90.6,83.1,64.4,5.7,16,55.2,1500.0,0.0,116.1,79.0,11.9,32.0,0,0.0,0,100.0,42.3,94.7,38.6,75.5,67.0,0.0
desktop,0,82.5,24.3,78.8,64.6,2.8,8,-1.0,-1.0,-1.0,414.5,80.0,14.4,20.0,0,0.0,0,100.0,71.9,84.9,100.0,67.0,81.9,0.0
laptop,1,60.5,14.1,66.3,69.0,5.0,16,56.4,1500.0,0.0,20.1,106.0,23.0,25.0,0,0.0,0,100.0,91.2,89.2,39.5,68.3,77.9,0.0
desktop,0,6.2,81.9,62.2,34.5,10.5,16,-1.0,-1.0,-1.0,261.9,21.0,38.1,28.0,0,0.0,0,90.0,83.2,100.0,100.0,92.0,90.4,30.5
laptop,1,28.4,93.7,73.1,38.2,19.8,32,80.1,779.0,1.0,3.3,28.0,8.6,27.0,0,0.0,0,100.0,57.3,100.0,78.0,100.0,83.8,36.9
desktop,0,55.5,35.3,64.5,56.1,7.0,16,-1.0,-1.0,-1.0,31.8,35.0,5.6,25.0,0,0.0,0,100.0,93.7,100.0,100.0,97.5,97.6,27.0
desktop,0,16.8,12.2,50.5,60.7,6.3,16,-1.0,-1.0,-1.0,8.1,33.0,4.9,24.0,0,0.0,0,100.0,100.0,99.2,100.0,98.5,99.5,46.5
desktop,0,15.5,85.3,63.5,32.3,10.8,16,-1.0,-1.0,-1.0,292.9,17.0,9.3,28.0,0,0.0,0,100.0,78.3,100.0,100.0,92.0,91.9,60.0
laptop,1,56.1,78.7,74.4,38.0,19.8,32,57.3,1500.0,0.0,92.6,106.0,0.7,21.0,0,0.0,0,100.0,68.4,100.0,40.1,68.3,74.0,3.9
laptop,1,10.1,74.4,59.9,63.3,2.9,8,91.8,271.0,0.0,167.6,37.0,59.0,31.0,0,0.0,0,90.0,90.2,87.2,100.0,96.5,92.8,11.7
laptop,1,7.3,57.3,61.1,50.5,7.9,16,95.9,184.0,0.0,10.5,15.0,21.7,27.0,0,0.0,0,100.0,95.5,100.0,100.0,100.0,98.9,50.3
laptop,1,47.3,18.6,61.4,64.9,11.2,32,61.8,1368.0,0.0,5.0,80.0,1.3,29.0,0,0.0,0,100.0,98.0,94.1,44.5,75.0,82.2,10.4
desktop,0,74.7,38.2,72.1,49.4,16.2,32,-1.0,-1.0,-1.0,179.2,96.0,65.4,26.0,0,0.0,0,80.0,83.1,100.0,100.0,61.3,81.2,3.0
laptop,1,81.7,29.4,73.5,54.7,14.5,32,56.6,1500.0,1.0,87.6,118.0,53.3,26.0,0,0.0,0,90.0,81.1,100.0,39.6,66.9,74.4,0.0
desktop,0,69.0,53.8,71.9,57.2,6.8,16,-1.0,-1.0,-1.0,5.0,82.0,25.0,26.0,0,0.0,0,95.0,81.8,100.0,100.0,74.0,87.8,0.0
laptop,1,77.1,69.9,78.0,54.2,7.3,16,54.3,1500.0,0.0,2858.6,145.0,2.5,33.0,0,0.0,0,100.0,65.4,100.0,38.0,32.0,69.1,0.0
laptop,1,70.4,32.0,75.8,44.5,4.4,8,57.6,1500.0,1.0,117.2,84.0,12.1,21.0,0,0.0,0,100.0,77.5,100.0,40.3,73.0,76.8,0.0
laptop,1,39.8,21.2,58.5,41.8,4.7,8,58.4,1500.0,0.0,3943.7,73.0,51.1,22.0,0,0.0,0,90.0,100.0,100.0,40.9,46.5,77.4,15.4
desktop,0,49.1,10.6,67.9,52.7,7.6,16,-1.0,-1.0,-1.0,332.8,32.0,58.1,30.0,0,0.0,0,90.0,88.9,100.0,100.0,91.0,91.9,12.5
desktop,0,21.9,70.4,67.7,38.0,9.9,16,-1.0,-1.0,-1.0,153.6,62.0,6.5,32.0,0,0.0,0,100.0,81.1,100.0,100.0,84.0,91.1,60.0
laptop,1,60.6,65.7,79.6,62.3,6.0,16,57.6,1500.0,1.0,569.1,86.0,29.0,20.0,0,0.0,0,95.0,64.1,97.2,40.3,64.0,70.8,9.2
desktop,0,42.6,81.9,75.1,35.7,20.6,32,-1.0,-1.0,-1.0,130.7,79.0,52.6,26.0,0,0.0,0,90.0,65.1,100.0,100.0,75.5,81.6,17.5
desktop,0,55.0,28.9,64.7,52.0,7.7,16,-1.0,-1.0,-1.0,311.8,106.0,1.9,30.0,0,0.0,0,100.0,93.4,100.0,100.0,60.3,90.1,36.2
laptop,1,39.7,26.5,58.7,43.4,18.1,32,72.9,1023.0,1.0,73.3,103.0,38.3,26.0,0,0.0,0,90.0,100.0,100.0,60.1,68.6,84.4,11.8
laptop,1,65.4,51.4,75.3,41.5,4.7,8,55.4,1500.0,1.0,94.5,64.0,27.1,25.0,0,0.0,0,95.0,77.9,100.0,38.8,83.0,76.2,0.0
desktop,0,36.0,50.6,60.0,38.3,19.7,32,-1.0,-1.0,-1.0,21.5,69.0,14.6,18.0,0,0.0,0,100.0,99.8,100.0,100.0,80.5,96.0,24.1
laptop,1,19.0,84.5,63.1,44.3,4.5,8,87.0,522.0,0.0,419.7,40.0,3.3,35.0,0,0.0,0,100.0,79.6,100.0,87.2,87.0,90.4,45.5
laptop,1,28.8,86.6,66.8,41.9,4.6,8,66.5,1070.0,1.0,54.4,37.0,10.7,32.0,0,0.0,0,100.0,72.5,100.0,51.1,96.5,80.6,36.3
laptop,1,31.5,64.4,68.4,39.6,19.3,32,69.5,1100.0,1.0,16.9,46.0,15.3,22.0,0,0.0,0,100.0,82.5,100.0,55.3,92.0,83.6,27.9
laptop,1,17.3,68.3,57.3,53.2,7.5,16,86.3,501.0,1.0,3710.3,30.0,42.0,26.0,0,0.0,0,90.0,92.7,100.0,88.0,68.0,89.5,27.0
laptop,1,41.8,61.8,71.2,62.0,12.2,32,60.8,1302.0,0.0,123.1,50.0,0.6,25.0,0,0.0,0,100.0,79.6,97.6,43.1,90.0,79.3,8.3
laptop,1,70.2,66.9,74.2,56.2,3.5,8,59.6,1500.0,1.0,4279.2,93.0,9.0,30.0,0,0.0,0,100.0,73.4,96.0,41.7,37.7,71.9,0.0
laptop,1,71.6,40.6,75.9,55.3,7.2,16,54.4,1500.0,1.0,71.3,165.0,1.1,21.0,0,0.0,0,100.0,77.3,100.0,38.1,61.8,75.0,0.0
desktop,0,68.5,25.5,70.0,43.9,9.0,16,-1.0,-1.0,-1.0,3599.6,136.0,16.7,36.0,0,0.0,0,100.0,86.0,100.0,100.0,33.0,82.4,16.6
laptop,1,82.5,81.8,79.6,53.4,14.9,32,57.8,1500.0,0.0,20.8,158.0,17.8,21.0,0,0.0,0,100.0,56.8,100.0,40.5,62.6,70.6,0.0
desktop,0,9.5,45.0,54.2,45.7,8.7,16,-1.0,-1.0,-1.0,164.8,30.0,40.1,24.0,0,0.0,0,90.0,100.0,100.0,100.0,100.0,97.0,28.7
laptop,1,36.4,71.8,68.1,52.8,15.1,32,61.3,1366.0,1.0,15.8,69.0,2.1,28.0,0,0.0,0,100.0,79.9,100.0,43.8,80.5,79.0,32.5
laptop,1,63.1,37.3,69.4,35.0,10.4,16,56.6,1500.0,1.0,11.6,98.0,26.4,30.0,0,0.0,0,95.0,86.8,100.0,39.6,69.1,77.3,0.0
laptop,1,82.4,73.3,77.5,51.2,7.8,16,54.7,1500.0,0.0,118.3,97.0,36.5,26.0,0,0.0,0,90.0,65.0,100.0,38.3,69.2,70.2,0.0
desktop,0,27.9,75.2,67.2,54.7,14.5,32,-1.0,-1.0,-1.0,3.2,34.0,24.3,34.0,0,0.0,0,95.0,79.8,100.0,100.0,98.0,92.0,45.3
desktop,0,46.0,41.8,62.7,52.6,3.8,8,-1.0,-1.0,-1.0,1105.1,54.0,45.3,27.0,0,0.0,0,90.0,96.2,98.4,100.0,68.0,89.1,24.0
desktop,0,69.3,26.2,69.7,39.7,9.7,16,-1.0,-1.0,-1.0,18.8,117.0,20.2,35.0,0,0.0,0,100.0,86.4,100.0,100.0,67.1,89.3,0.0
desktop,0,0.4,72.6,63.4,55.0,7.2,16,-1.0,-1.0,-1.0,123.6,6.0,36.9,29.0,0,0.0,0,90.0,86.2,100.0,100.0,100.0,92.9,4.8
desktop,0,42.3,42.7,70.5,54.8,14.5,32,-1.0,-1.0,-1.0,703.7,43.0,45.1,20.0,0,0.0,0,90.0,85.3,100.0,100.0,85.5,89.7,24.2
desktop,0,70.8,56.6,74.5,66.5,10.7,32,-1.0,-1.0,-1.0,54.2,130.0,11.7,22.0,0,0.0,0,100.0,77.1,92.2,100.0,65.6,84.7,0.0
laptop,1,42.3,69.0,67.9,57.7,3.4,8,61.9,1428.0,0.0,652.4,35.0,6.4,26.0,0,0.0,0,100.0,81.3,95.2,44.7,89.5,79.7,14.8
laptop,1,56.3,27.0,70.0,67.0,2.6,8,54.5,1500.0,0.0,132.5,98.0,18.8,24.0,0,0.0,0,100.0,86.0,80.4,38.1,69.1,75.0,12.5
laptop,1,62.4,57.7,71.3,46.5,17.1,32,56.5,1500.0,0.0,1.3,97.0,29.4,32.0,0,0.0,0,95.0,81.1,100.0,39.5,69.2,75.8,6.5
laptop,1,76.6,69.9,81.5,55.1,14.4,32,59.9,1500.0,0.0,1358.7,80.0,23.2,23.0,0,0.0,0,100.0,58.9,100.0,41.9,55.0,70.7,0.0
desktop,0,3.4,33.7,54.7,45.4,4.4,8,-1.0,-1.0,-1.0,425.4,30.0,15.6,26.0,0,0.0,0,100.0,100.0,100.0,100.0,92.0,98.4,56.4
desktop,0,41.2,58.7,66.3,40.9,18.9,32,-1.0,-1.0,-1.0,99.0,54.0,20.0,38.0,0,0.0,0,100.0,87.7,100.0,100.0,88.0,93.9,33.3
desktop,0,18.6,28.1,54.7,45.2,8.8,16,-1.0,-1.0,-1.0,4307.9,61.0,3.0,27.0,0,0.0,0,100.0,100.0,100.0,100.0,52.5,90.5,60.0
desktop,0,20.2,64.6,66.5,62.6,3.0,8,-1.0,-1.0,-1.0,378.5,37.0,29.9,27.0,0,0.0,0,95.0,85.1,88.9,100.0,88.5,89.5,40.0
laptop,1,76.6,79.9,80.3,46.5,17.1,32,55.3,1500.0,1.0,4.9,129.0,9.1,20.0,0,0.0,0,100.0,57.1,100.0,38.7,65.7,70.5,0.0
laptop,1,72.7,46.1,71.3,65.9,10.9,32,56.8,1500.0,1.0,27.4,62.0,24.7,31.0,0,0.0,0,95.0,84.2,92.9,39.8,84.0,77.1,0.0
desktop,0,46.9,58.9,66.8,46.4,8.6,16,-1.0,-1.0,-1.0,2278.9,71.0,7.8,37.0,0,0.0,0,100.0,86.9,100.0,100.0,47.5,85.6,36.2
laptop,1,63.5,59.8,76.6,47.1,4.2,8,58.3,1500.0,1.0,590.4,83.0,24.3,20.0,0,0.0,0,95.0,72.1,100.0,40.8,65.5,73.5,0.0
laptop,1,11.5,43.2,61.5,41.3,18.8,32,92.7,337.0,0.0,13.7,24.0,12.9,28.0,0,0.0,0,100.0,97.9,100.0,97.8,100.0,98.9,50.9
laptop,1,25.6,73.6,69.4,43.0,9.1,16,70.3,966.0,1.0,112.8,25.0,37.7,29.0,0,0.0,0,90.0,77.4,100.0,57.6,100.0,81.2,30.9
laptop,1,71.5,89.3,86.4,52.2,7.6,16,55.6,1500.0,1.0,4145.5,118.0,7.0,26.0,0,0.0,0,100.0,37.3,100.0,38.9,34.9,62.5,4.0
laptop,1,26.7,48.3,63.0,50.0,8.0,16,76.3,894.0,0.0,24.7,30.0,20.1,29.0,0,0.0,0,100.0,95.8,100.0,68.6,100.0,91.1,31.8
desktop,0,11.3,72.3,66.6,47.2,8.4,16,-1.0,-1.0,-1.0,2706.0,21.0,8.0,34.0,0,0.0,0,100.0,81.8,100.0,100.0,68.0,88.1,60.0
laptop,1,74.9,26.7,75.4,35.5,20.6,32,57.2,1500.0,1.0,3489.1,48.0,1.3,27.0,0,0.0,0,100.0,78.3,100.0,40.0,59.0,75.5,0.0
desktop,0,54.9,22.6,65.4,55.4,14.3,32,-1.0,-1.0,-1.0,2524.0,60.0,4.6,21.0,0,0.0,0,100.0,92.4,100.0,100.0,53.0,88.3,13.7
laptop,1,63.6,21.9,65.6,66.4,10.7,32,58.6,1500.0,0.0,190.3,77.0,6.5,33.0,0,0.0,0,100.0,92.2,92.3,41.0,68.5,79.0,0.0
laptop,1,43.5,77.3,70.1,56.2,7.0,16,54.8,1500.0,0.0,487.4,63.0,6.4,35.0,0,0.0,0,100.0,74.9,100.0,38.4,75.5,75.9,18.0
laptop,1,43.4,42.0,70.0,49.7,16.1,32,64.4,1309.0,1.0,87.3,62.0,20.9,27.0,0,0.0,0,100.0,86.0,100.0,48.2,84.0,81.9,8.2
laptop,1,30.4,71.0,62.6,43.8,4.5,8,77.9,812.0,0.0,109.1,53.0,27.6,24.0,0,0.0,8,85.0,88.0,100.0,73.8,88.5,85.6,20.6
laptop,1,11.3,53.6,63.9,30.4,5.6,8,93.8,313.0,1.0,690.9,22.0,18.3,27.0,0,0.0,0,100.0,93.1,100.0,99.2,92.0,97.3,48.2
laptop,1,69.8,61.1,79.6,55.8,3.5,8,58.3,1500.0,0.0,6.3,58.0,53.1,24.0,0,0.0,0,90.0,66.0,96.0,40.8,86.0,72.2,0.0
desktop,0,69.4,61.5,73.4,58.7,13.2,32,-1.0,-1.0,-1.0,3.1,148.0,11.3,21.0,0,0.0,0,100.0,76.6,100.0,100.0,63.7,85.7,0.0
desktop,0,43.9,41.5,61.4,51.6,15.5,32,-1.0,-1.0,-1.0,3562.4,72.0,2.4,25.0,0,0.0,0,100.0,98.0,100.0,100.0,47.0,88.8,43.6
laptop,1,35.7,31.6,64.7,45.8,4.3,8,66.4,1112.0,1.0,13.0,40.0,16.5,24.0,0,0.0,0,100.0,93.4,100.0,51.0,95.0,85.6,22.1
laptop,1,13.0,65.4,59.3,42.7,18.3,32,90.3,378.0,1.0,2707.6,27.0,11.4,38.0,0,0.0,0,100.0,93.8,100.0,95.3,68.0,94.1,46.6
desktop,0,48.5,75.8,71.5,62.1,3.0,8,-1.0,-1.0,-1.0,88.3,57.0,1.7,38.0,0,0.0,0,100.0,73.6,89.5,100.0,86.5,87.3,25.9
desktop,0,67.3,62.2,78.0,46.2,4.3,8,-1.0,-1.0,-1.0,19.5,106.0,1.7,32.0,0,0.0,0,100.0,68.5,100.0,100.0,68.3,84.2,0.0
desktop,0,18.6,16.8,50.1,58.8,6.6,16,-1.0,-1.0,-1.0,560.8,54.0,4.6,34.0,0,0.0,0,100.0,100.0,100.0,100.0,80.0,96.0,60.0
desktop,0,0.9,82.3,68.7,34.0,21.1,32,-1.0,-1.0,-1.0,112.6,21.0,24.4,36.0,0,0.0,0,95.0,73.8,100.0,100.0,100.0,90.6,8.2
laptop,1,83.7,76.3,81.7,47.5,8.4,16,58.4,1500.0,1.0,568.8,132.0,9.4,25.0,0,0.0,0,100.0,56.0,100.0,40.9,57.4,70.0,0.0
laptop,1,50.9,26.5,70.2,32.0,21.8,32,57.5,1500.0,0.0,690.8,123.0,13.9,36.0,0,0.0,0,100.0,85.7,100.0,40.2,58.4,77.3,16.6
desktop,0,58.3,92.1,78.5,63.2,2.9,8,-1.0,-1.0,-1.0,3173.7,131.0,4.5,19.0,0,0.0,0,100.0,49.6,87.4,100.0,33.5,69.1,11.0
desktop,0,53.2,94.5,78.5,58.5,3.3,8,-1.0,-1.0,-1.0,453.1,93.0,62.5,36.0,0,0.0,0,80.0,47.4,94.4,100.0,61.7,69.4,7.6
desktop,0,6.4,89.2,65.1,37.9,9.9,16,-1.0,-1.0,-1.0,160.4,32.0,3.1,28.0,0,0.0,0,100.0,72.6,100.0,100.0,99.0,91.6,50.3
