device_type,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_status,system_uptime_hours,days_since_last_update,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
laptop,77.1,69.9,78.0,54.2,7.3,16,54.3,1500,discharging,2858.6,145.0,65.4,100,38.0,32.0,59.5,0
laptop,70.4,32.0,75.8,44.5,4.4,8,57.6,1500,charging,117.2,84.0,77.5,100,40.3,73.0,69.8,0
laptop,39.8,21.2,58.5,41.8,4.7,8,58.4,1500,discharging,3943.7,73.0,100,100,40.9,46.5,73.1,15.4
desktop,49.1,10.6,67.9,52.7,7.6,16,,,,332.8,32.0,88.9,100,100,91.0,94.8,34.0
desktop,21.9,70.4,67.7,38.0,9.9,16,,,,153.6,62.0,81.1,100,100,84.0,88.0,61.8
laptop,60.6,65.7,79.6,62.3,6.0,16,57.6,1500,charging,569.1,86.0,64.1,97.2,40.3,64.0,64.7,9.2
desktop,42.6,81.9,75.1,35.7,20.6,32,,,,130.7,79.0,65.1,100,100,75.5,80.3,51.5
desktop,55.0,28.9,64.7,52.0,7.7,16,,,,311.8,106.0,93.4,100,100,60.3,85.3,36.2
laptop,39.7,26.5,58.7,43.4,18.1,32,72.9,1023,charging,73.3,103.0,100,100,60.1,68.6,85.3,11.8
laptop,65.4,51.4,75.3,41.5,4.7,8,55.4,1500,charging,94.5,64.0,77.9,100,38.8,83.0,71.8,0
desktop,36.0,50.6,60.0,38.3,19.7,32,,,,21.5,69.0,99.8,100,100,80.5,92.1,24.1
laptop,19.0,84.5,63.1,44.3,4.5,8,87.0,522,discharging,419.7,40.0,79.6,100,87.2,87.0,86.8,45.5
laptop,28.8,86.6,66.8,41.9,4.6,8,66.5,1070,charging,54.4,37.0,72.5,100,51.1,96.5,73.7,36.3
laptop,31.5,64.4,68.4,39.6,19.3,32,69.5,1100,charging,16.9,46.0,82.5,100,55.3,92.0,79.4,27.9
laptop,17.3,68.3,57.3,53.2,7.5,16,86.3,501,charging,3710.3,30.0,92.7,100,88.0,68.0,87.5,33.5
laptop,41.8,61.8,71.2,62.0,12.2,32,60.8,1302,discharging,123.1,50.0,79.6,97.6,43.1,90.0,71.9,8.3
laptop,70.2,66.9,74.2,56.2,3.5,8,59.6,1500,charging,4279.2,93.0,73.4,96.0,41.7,37.7,61.4,0
laptop,71.6,40.6,75.9,55.3,7.2,16,54.4,1500,charging,71.3,165.0,77.3,100,38.1,61.8,66.8,0
desktop,68.5,25.5,70.0,43.9,9.0,16,,,,3599.6,136.0,86.0,100,100,33.0,72.7,16.6
laptop,82.5,81.8,79.6,53.4,14.9,32,57.8,1500,discharging,20.8,158.0,56.8,100,40.5,62.6,63.0,0
desktop,9.5,45.0,54.2,45.7,8.7,16,,,,164.8,30.0,100,100,100,100,100,75.7
laptop,36.4,71.8,68.1,52.8,15.1,32,61.3,1366,charging,15.8,69.0,79.9,100,43.8,80.5,74.6,32.5
laptop,63.1,37.3,69.4,35.0,10.4,16,56.6,1500,charging,11.6,98.0,86.8,100,39.6,69.1,74.1,0
laptop,82.4,73.3,77.5,51.2,7.8,16,54.7,1500,discharging,118.3,97.0,65.0,100,38.3,69.2,65.9,0
desktop,27.9,75.2,67.2,54.7,14.5,32,,,,3.2,34.0,79.8,100,100,98.0,90.8,54.9
desktop,46.0,41.8,62.7,52.6,3.8,8,,,,1105.1,54.0,96.2,98.4,100,68.0,90.1,28.1
desktop,69.3,26.2,69.7,39.7,9.7,16,,,,18.8,117.0,86.4,100,100,67.1,86.5,0
desktop,0.4,72.6,63.4,55.0,7.2,16,,,,123.6,6.0,86.2,100,100,100,92.9,4.8
desktop,42.3,42.7,70.5,54.8,14.5,32,,,,703.7,43.0,85.3,100,100,85.5,89.4,42.9
desktop,70.8,56.6,74.5,66.5,10.7,32,,,,54.2,130.0,77.1,92.2,100,65.6,79.9,0
laptop,42.3,69.0,67.9,57.7,3.4,8,61.9,1428,discharging,652.4,35.0,81.3,95.2,44.7,89.5,72.8,14.8
laptop,56.3,27.0,70.0,67.0,2.6,8,54.5,1500,discharging,132.5,98.0,86.0,80.4,38.1,69.1,66.4,12.5
laptop,62.4,57.7,71.3,46.5,17.1,32,56.5,1500,discharging,1.3,97.0,81.1,100,39.5,69.2,71.8,6.5
laptop,76.6,69.9,81.5,55.1,14.4,32,59.9,1500,discharging,1358.7,80.0,58.9,100,41.9,55.0,60.1,0
desktop,3.4,33.7,54.7,45.4,4.4,8,,,,425.4,30.0,100,100,100,92.0,99.3,78.1
desktop,41.2,58.7,66.3,40.9,18.9,32,,,,99.0,54.0,87.7,100,100,88.0,91.7,33.3
desktop,18.6,28.1,54.7,45.2,8.8,16,,,,4307.9,61.0,100,100,100,52.5,83.8,65.5
desktop,20.2,64.6,66.5,62.6,3.0,8,,,,378.5,37.0,85.1,88.9,100,88.5,86.3,65.9
laptop,76.6,79.9,80.3,46.5,17.1,32,55.3,1500,charging,4.9,129.0,57.1,100,38.7,65.7,59.5,0
laptop,72.7,46.1,71.3,65.9,10.9,32,56.8,1500,charging,27.4,62.0,84.2,92.9,39.8,84.0,70.9,0
desktop,46.9,58.9,66.8,46.4,8.6,16,,,,2278.9,71.0,86.9,100,100,47.5,79.2,36.2
laptop,63.5,59.8,76.6,47.1,4.2,8,58.3,1500,charging,590.4,83.0,72.1,100,40.8,65.5,67.9,0
laptop,11.5,43.2,61.5,41.3,18.8,32,92.7,337,discharging,13.7,24.0,97.9,100,97.8,100,96.6,50.9
laptop,25.6,73.6,69.4,43.0,9.1,16,70.3,966,charging,112.8,25.0,77.4,100,57.6,100,80.1,36.0
laptop,71.5,89.3,86.4,52.2,7.6,16,55.6,1500,charging,4145.5,118.0,37.3,100,38.9,34.9,48.9,4.0
laptop,26.7,48.3,63.0,50.0,8.0,16,76.3,894,discharging,24.7,30.0,95.8,100,68.6,100,90.1,31.8
desktop,11.3,72.3,66.6,47.2,8.4,16,,,,2706.0,21.0,81.8,100,100,68.0,84.5,61.5
laptop,74.9,26.7,75.4,35.5,20.6,32,57.2,1500,charging,3489.1,48.0,78.3,100,40.0,59.0,67.3,0
desktop,54.9,22.6,65.4,55.4,14.3,32,,,,2524.0,60.0,92.4,100,100,53.0,80.9,13.7
laptop,63.6,21.9,65.6,66.4,10.7,32,58.6,1500,discharging,190.3,77.0,92.2,92.3,41.0,68.5,72.4,0
laptop,43.5,77.3,70.1,56.2,7.0,16,54.8,1500,discharging,487.4,63.0,74.9,100,38.4,75.5,68.6,18
laptop,43.4,42.0,70.0,49.7,16.1,32,64.4,1309,charging,87.3,62.0,86.0,100,48.2,84.0,76.3,8.2
laptop,30.4,71.0,62.6,43.8,4.5,8,77.9,812,discharging,109.1,53.0,88.0,100,73.8,88.5,85.2,20.6
laptop,11.3,53.6,63.9,30.4,5.6,8,93.8,313,charging,690.9,22.0,93.1,100,99.2,92.0,96.0,48.2
laptop,69.8,61.1,79.6,55.8,3.5,8,58.3,1500,discharging,6.3,58.0,66.0,96.0,40.8,86.0,66.2,0
desktop,69.4,61.5,73.4,58.7,13.2,32,,,,3.1,148.0,76.6,100,100,63.7,79.9,0
desktop,43.9,41.5,61.4,51.6,15.5,32,,,,3562.4,72.0,98.0,100,100,47.0,84.3,43.6
laptop,35.7,31.6,64.7,45.8,4.3,8,66.4,1112,charging,13.0,40.0,93.4,100,51.0,95.0,83.5,22.1
laptop,13.0,65.4,59.3,42.7,18.3,32,90.3,378,charging,2707.6,27.0,93.8,100,95.3,68.0,91.9,46.6
desktop,48.5,75.8,71.5,62.1,3.0,8,,,,88.3,57.0,73.6,89.5,100,86.5,81.1,25.9
desktop,67.3,62.2,78.0,46.2,4.3,8,,,,19.5,106.0,68.5,100,100,68.3,78.3,0
desktop,18.6,16.8,50.1,58.8,6.6,16,,,,560.8,54.0,100,100,100,80.0,95.3,64.4
desktop,0.9,82.3,68.7,34.0,21.1,32,,,,112.6,21.0,73.8,100,100,100,90.1,8.2
laptop,83.7,76.3,81.7,47.5,8.4,16,58.4,1500,charging,568.8,132.0,56.0,100,40.9,57.4,59.9,0
laptop,50.9,26.5,70.2,32.0,21.8,32,57.5,1500,discharging,690.8,123.0,85.7,100,40.2,58.4,72.3,16.6
desktop,58.3,92.1,78.5,63.2,2.9,8,,,,3173.7,131.0,49.6,87.4,100,33.5,56.0,11.0
desktop,53.2,94.5,78.5,58.5,3.3,8,,,,453.1,93.0,47.4,94.4,100,61.7,64.8,10.1
desktop,6.4,89.2,65.1,37.9,9.9,16,,,,160.4,32.0,72.6,100,100,99.0,88.7,50.3
laptop,73.3,27.6,69.8,61.0,3.1,8,54.9,1500,charging,2929.8,119.0,86.3,91.6,38.4,34.8,63.4,0
desktop,41.4,93.8,77.0,53.7,7.4,16,,,,387.6,51.0,50.8,100,100,81.5,74.9,33.9
laptop,42.2,43.5,67.6,44.1,4.5,8,59.4,1383,charging,16.5,39.0,89.4,100,41.6,95.5,77.5,18
laptop,46.1,30.2,64.7,41.7,18.6,32,58.2,1445,discharging,639.6,44.0,93.4,100,40.7,85.0,76.2,15.7
laptop,68.4,71.3,80.8,48.6,16.4,32,59.9,1500,charging,3620.4,91.0,59.7,100,41.9,37.9,61.1,0
desktop,66.0,35.5,72.3,34.0,21.1,32,,,,32.6,105.0,82.8,100,100,68.4,84.1,10.2
desktop,21.8,40.6,59.8,41.6,9.3,16,,,,646.8,46.0,100,100,100,84.0,95.5,61.5
laptop,82.3,34.2,74.7,55.2,14.3,32,56.4,1500,discharging,2994.2,66.0,79.4,100,39.5,50.0,68.4,0
desktop,71.3,16.1,67.0,48.1,4.2,8,,,,502.2,142.0,90.2,100,100,56.3,84.1,22.5
desktop,34.8,25.6,56.1,38.0,19.8,32,,,,5.8,34.0,100,100,100,98.0,100,42.3
laptop,2.2,43.7,61.2,34.5,5.2,8,100,58,discharging,294.6,25.0,98.3,100,100,92.0,96.7,58.4
laptop,2.4,66.4,65.6,55.8,7.1,16,100,91,discharging,163.6,23.0,85.6,100,100,100,95.4,49.2
desktop,44.0,64.4,67.5,46.1,8.6,16,,,,11.2,50.0,83.7,100,100,90.0,89.7,16.0
laptop,28.9,49.9,57.8,61.1,6.2,16,78.8,726,discharging,138.7,39.0,100,98.7,78.2,95.5,94.0,29.6
laptop,13.7,72.7,61.8,33.8,10.6,16,86.6,471,discharging,525.9,28.0,88.4,100,89.7,92.0,90.4,35.9
laptop,24.3,64.1,64.7,53.4,7.5,16,77.2,725,charging,164.0,25.0,87.8,100,76.0,100,88.3,23.9
laptop,12.7,52.0,58.2,54.8,7.2,16,90.2,386,charging,212.3,32.0,99.2,100,94.8,91.0,95.9,44.8
desktop,15.3,86.1,62.4,52.6,7.6,16,,,,79.4,43.0,79.2,100,100,93.5,91.7,51.9
laptop,43.8,93.5,73.5,67.6,10.4,32,67.1,1198,charging,433.6,55.0,56.9,90.9,51.9,79.5,63.8,20.2
laptop,19.8,46.9,54.7,48.5,8.2,16,86.6,567,discharging,77.5,17.0,100,100,85.6,100,94.0,43.0
laptop,5.0,64.8,63.7,31.6,5.5,8,96.0,199,discharging,3359.5,6.0,88.9,100,100,68.0,92.2,49.0
laptop,40.8,47.2,63.9,49.4,16.2,32,60.3,1351,discharging,646.9,91.0,94.5,100,42.4,61.9,73.7,20.0
desktop,24.8,32.4,57.6,55.8,3.5,8,,,,151.1,45.0,100,96.0,100,92.5,97.0,46.7
laptop,55.3,55.8,70.4,58.7,13.2,32,55.8,1500,discharging,229.0,49.0,83.1,100,39.1,82.5,74.5,0
laptop,17.0,51.3,55.7,49.8,16.1,32,85.1,549,discharging,9.4,28.0,99.5,100,86.2,100,97.4,36.0
desktop,78.0,80.7,81.8,40.2,19.1,32,,,,3679.3,70.0,53.7,100,100,48.0,66.3,1.1
laptop,70.1,16.6,67.3,42.2,18.5,32,55.3,1500,charging,104.4,130.0,89.8,100,38.7,65.6,73.9,0
desktop,59.0,46.3,67.3,52.4,3.8,8,,,,100.9,130.0,89.8,98.4,100,65.6,86.7,20.8
desktop,71.0,45.0,76.0,44.2,17.9,32,,,,78.0,131.0,77.1,100,100,65.5,80.0,5.3
desktop,0.0,12.9,51.8,50.5,4.0,8,,,,171.6,30.0,100,100,100,92.0,96.9,0.5
desktop,77.2,53.5,78.5,37.7,19.9,32,,,,254.2,150.0,71.1,100,100,55.5,74.1,0
desktop,7.7,44.0,62.8,31.3,22.0,32,,,,1342.4,37.0,96.1,100,100,76.5,91.7,85.0
desktop,3.1,78.7,62.6,56.3,3.5,8,,,,2219.5,32.0,84.9,96.0,100,67.0,81.8,14.1
laptop,53.2,63.7,67.7,37.0,20.2,32,58.6,1450,charging,31.3,80.0,83.7,100,41.0,75.0,72.6,9.0
laptop,18.7,34.6,56.3,41.7,4.7,8,81.0,674,discharging,10.2,42.0,100,100,81.7,94.0,94.7,40.9
laptop,41.0,65.4,65.7,64.3,11.4,32,65.1,1173,discharging,546.0,45.0,85.9,94.8,49.1,84.5,76.1,15.8
laptop,26.9,60.5,59.0,36.3,10.2,16,73.1,1005,charging,881.6,46.0,95.8,100,60.3,72.0,81.9,39.2
laptop,9.4,14.6,58.7,60.2,3.2,8,94.4,237,charging,416.4,8.0,100,93.4,100,92.0,97.6,43.5
desktop,46.1,63.0,74.8,50.8,15.8,32,,,,6.9,39.0,74.1,100,100,95.5,89.1,23.7
desktop,55.0,10.7,63.6,59.5,6.5,16,,,,645.1,100.0,95.0,100,100,60.9,86.9,13.3
desktop,42.7,70.3,74.0,60.6,6.3,16,,,,52.6,86.0,72.3,99.3,100,72.0,81.1,18.7
desktop,28.0,43.4,58.1,51.9,7.7,16,,,,298.4,64.0,100,100,100,75.0,93.7,54.5
desktop,74.8,79.3,76.2,63.2,11.8,32,,,,663.2,67.0,65.0,96.2,100,73.5,76.4,19.8
laptop,35.1,58.7,65.2,59.1,6.5,16,65.1,1161,charging,148.2,64.0,89.2,100,49.1,83.0,78.5,16.2
laptop,55.1,58.0,68.4,56.7,3.5,8,56.8,1475,charging,18.6,88.0,85.0,96.0,39.8,71.0,71.2,3.5
desktop,12.8,26.0,52.2,55.3,3.6,8,,,,502.3,36.0,100,96.8,100,89.0,94.7,48.2
laptop,57.8,50.5,71.5,51.3,15.6,32,56.5,1500,discharging,47.6,71.0,83.7,100,39.5,79.5,75.0,12.4
desktop,18.7,67.1,59.3,38.1,5.0,8,,,,3841.7,33.0,93.2,100,100,66.5,87.0,50.2
desktop,65.2,61.7,78.7,47.0,17.0,32,,,,13.0,127.0,67.4,100,100,66.0,74.9,30.6
desktop,82.6,13.3,72.3,64.0,11.5,32,,,,2152.9,153.0,82.8,95.2,100,43.1,74.5,0
laptop,58.0,86.8,76.6,51.6,15.5,32,58.8,1500,charging,2208.8,58.0,57.9,100,41.2,54.0,61.1,7.1
laptop,74.1,17.7,69.7,67.6,10.4,32,54.9,1500,charging,3002.7,118.0,86.4,90.9,38.4,34.9,66.1,0
laptop,31.8,42.4,65.2,51.7,7.7,16,77.5,866,charging,10.7,62.0,92.7,100,71.3,84.0,86.2,31.2
laptop,75.5,91.6,78.0,37.9,9.9,16,59.0,1500,discharging,55.2,109.0,51.0,100,41.3,67.9,60.2,0
laptop,20.6,56.5,62.4,53.7,14.8,32,81.0,570,discharging,4.3,29.0,94.0,100,85.5,100,94.0,35.4
laptop,4.1,45.4,55.6,40.6,19.0,32,96.3,146,charging,3417.6,13.0,100,100,100,68.0,96.3,51.6
desktop,68.9,74.5,81.9,42.0,4.6,8,,,,349.7,69.0,56.3,100,100,72.5,73.1,0
laptop,40.6,68.5,73.4,43.8,18.0,32,65.6,1208,discharging,112.5,80.0,73.8,100,49.8,75.0,72.0,26.8
laptop,59.5,93.2,73.5,52.9,3.8,8,55.4,1500,discharging,883.8,112.0,57.2,98.4,38.8,47.6,57.3,3.9
desktop,21.4,15.8,53.4,36.9,20.2,32,,,,356.4,52.0,100,100,100,81.0,92.4,45.0
desktop,70.0,88.4,80.7,62.4,6.0,16,,,,1279.4,140.0,48.8,97.1,100,44.5,63.6,6.6
desktop,77.9,14.8,72.4,57.7,13.5,32,,,,5.8,153.0,82.6,100,100,63.1,83.5,0
laptop,23.6,12.6,60.4,45.0,17.6,32,75.2,803,charging,557.3,22.0,99.4,100,70.4,92.0,89.4,36.4
laptop,31.2,80.5,66.1,38.3,19.7,32,68.9,1147,charging,2541.6,82.0,79.0,100,54.5,42.0,68.9,24.9
desktop,61.5,54.5,76.0,55.2,3.6,8,,,,53.5,68.0,75.3,96.8,100,81.0,84.9,2.6
desktop,78.3,68.4,81.3,51.7,3.9,8,,,,13.0,96.0,59.9,99.2,100,69.3,74.8,0
laptop,27.0,26.4,56.4,57.6,6.8,16,75.5,784,charging,23.0,34.0,100,100,71.5,98.0,91.3,34.2
desktop,11.9,69.9,60.3,34.4,5.2,8,,,,466.4,8.0,91.6,100,100,92.0,95.9,49.9
desktop,4.5,46.2,55.7,58.5,13.3,32,,,,2938.7,17.0,100,100,100,68.0,91.3,47.1
laptop,81.8,74.2,81.9,44.0,4.5,8,54.7,1500,discharging,2414.0,87.0,56.4,100,38.3,39.5,58.7,0
desktop,32.9,69.5,68.6,42.2,9.2,16,,,,1126.4,73.0,80.2,100,100,58.5,78.7,39.6
laptop,42.7,44.5,68.2,45.5,4.4,8,57.3,1500,discharging,1578.9,39.0,88.5,100,40.1,75.5,74.3,6.9
laptop,68.4,60.2,79.0,52.3,7.6,16,55.2,1500,charging,1131.6,85.0,67.5,100,38.6,52.5,61.5,0
desktop,80.3,15.9,69.2,60.0,12.8,32,,,,3042.0,68.0,87.1,100,100,49.0,78.1,0.6
laptop,63.6,66.2,75.1,48.8,8.2,16,58.2,1500,discharging,482.8,88.0,72.3,100,40.7,63.0,68.8,0
desktop,83.2,59.5,81.6,46.7,17.0,32,,,,202.5,189.0,62.9,100,100,51.2,68.5,0
desktop,9.2,34.0,52.4,50.9,7.9,16,,,,560.9,23.0,100,100,100,92.0,96.4,57.0
laptop,15.8,42.7,62.6,41.2,9.4,16,82.0,554,charging,4.3,50.0,96.4,100,86.1,90.0,94.9,35.4
laptop,53.9,45.3,69.1,52.8,15.1,32,57.4,1494,discharging,1999.1,81.0,87.3,100,40.2,54.5,71.1,14.4
laptop,59.8,32.9,73.7,51.8,15.4,32,58.4,1500,charging,4182.3,98.0,80.8,100,40.9,37.1,66.2,8.8
desktop,39.1,16.6,64.7,42.6,4.6,8,,,,16.7,70.0,93.4,100,100,80.0,91.8,53.5
laptop,39.4,53.6,66.1,42.4,18.4,32,55.9,1500,charging,17.0,56.0,90.0,100,39.1,87.0,77.4,14.9
desktop,48.6,58.7,71.5,60.4,6.3,16,,,,435.6,34.0,80.4,99.5,100,90.0,90.2,20.5
desktop,23.1,31.8,60.7,38.5,19.7,32,,,,118.9,29.0,99.0,100,100,100,100,45.4
laptop,67.1,83.3,77.7,66.7,2.7,8,59.2,1500,discharging,1576.6,111.0,59.0,81.6,41.4,47.7,55.4,0
desktop,4.6,32.5,60.1,34.5,5.2,8,,,,430.9,37.0,99.9,100,100,88.5,95.4,80.0
desktop,39.9,22.3,65.6,45.6,4.4,8,,,,3162.6,90.0,92.2,100,100,38.0,76.4,53.2
desktop,80.3,46.7,81.9,45.8,8.7,16,,,,6.9,113.0,66.1,100,100,67.5,77.4,0
laptop,43.7,67.6,74.8,52.5,7.6,16,54.2,1500,charging,16.8,80.0,72.2,100,37.9,75.0,66.9,5.1
laptop,4.8,60.5,65.0,60.4,3.2,8,92.9,170,charging,3083.0,33.0,88.8,93.1,100,66.5,91.5,51.8
laptop,21.3,49.7,64.8,50.7,15.8,32,79.0,777,discharging,257.4,38.0,93.3,100,76.6,88.0,88.4,34.7
laptop,21.7,79.1,61.8,51.2,3.9,8,76.9,740,discharging,4.3,41.0,85.8,99.2,75.0,94.5,87.1,48.2
desktop,8.7,16.2,55.1,49.4,8.1,16,,,,1255.9,36.0,100,100,100,77.0,93.8,60.9
desktop,76.0,58.8,78.4,51.0,7.8,16,,,,13.4,147.0,69.1,100,100,63.8,78.1,1.4
desktop,28.0,35.7,55.9,35.9,20.5,32,,,,212.4,60.0,100,100,100,77.0,93.7,38.3
laptop,81.3,66.2,78.9,66.3,5.4,16,54.7,1500,discharging,44.2,134.0,65.2,92.4,38.3,65.2,63.0,0
laptop,66.6,64.7,76.3,60.8,6.3,16,56.2,1500,charging,1145.5,124.0,70.7,99.0,39.3,46.3,63.1,0
laptop,62.2,29.8,65.5,42.0,18.6,32,59.7,1500,charging,125.0,51.0,92.3,100,41.8,89.5,76.5,0
laptop,38.3,24.5,62.7,38.2,4.9,8,59.9,1311,charging,1934.4,87.0,96.2,100,41.9,51.5,73.6,12.6
laptop,27.0,92.0,65.6,48.8,4.1,8,77.2,724,discharging,124.3,48.0,69.4,100,76.0,91.0,82.4,22.0
laptop,66.4,63.7,74.9,37.0,5.0,8,55.2,1500,charging,397.8,134.0,73.7,100,38.6,57.2,66.7,0
desktop,43.9,45.0,70.9,56.1,14.0,32,,,,2923.4,79.0,84.7,100,100,43.5,76.2,31.1
laptop,16.1,93.9,70.8,45.1,17.6,32,83.1,533,charging,197.3,15.0,60.4,100,86.8,92.0,82.3,53.8
desktop,14.8,67.0,57.5,39.5,19.4,32,,,,352.5,48.0,93.2,100,100,83.0,90.4,71.8
laptop,13.3,12.5,54.0,60.4,3.2,8,86.1,449,charging,295.0,14.0,100,93.1,91.1,92.0,93.7,44.6
laptop,31.5,28.8,60.1,34.1,10.5,16,75.2,890,charging,2064.5,39.0,99.9,100,67.2,75.5,85.9,22.9
desktop,10.7,68.8,57.9,34.1,5.3,8,,,,1336.3,30.0,92.5,100,100,80.0,91.4,77.7
laptop,48.6,57.0,67.0,60.5,6.3,16,57.7,1500,discharging,176.0,101.0,87.4,99.4,40.4,60.8,70.7,9.9
laptop,74.9,60.3,74.6,63.6,11.6,32,60.1,1500,charging,2632.0,142.0,75.4,95.7,42.1,32.3,64.3,0
laptop,7.0,74.0,65.0,55.5,7.1,16,95.0,205,charging,12.0,20.0,83.4,100,100,100,95.6,59.0
laptop,82.0,49.4,75.0,53.3,15.0,32,56.9,1500,charging,9.9,127.0,79.0,100,39.8,66.0,68.7,0
laptop,66.2,16.9,72.8,64.7,11.3,32,56.3,1500,charging,9.8,51.0,82.1,94.4,39.4,89.5,72.3,0
laptop,47.1,75.8,68.5,38.0,9.9,16,59.8,1500,charging,70.1,86.0,77.8,100,41.9,72.0,70.3,2.2
desktop,29.0,51.3,63.3,47.3,4.2,8,,,,417.5,55.0,94.9,100,100,79.5,92.6,66.2
laptop,15.8,85.1,60.6,56.4,7.0,16,79.9,622,discharging,17.0,44.0,82.6,100,83.5,93.0,88.0,47.2
desktop,35.0,68.0,71.6,43.3,9.1,16,,,,7.7,65.0,76.6,100,100,82.5,84.3,59.1
desktop,34.6,39.1,64.3,49.7,8.0,16,,,,2368.8,81.0,94.0,100,100,42.5,79.6,53.8
laptop,40.7,92.5,75.4,36.4,5.1,8,57.9,1500,charging,268.6,69.0,55.0,100,40.5,72.5,63.9,18
laptop,20.0,13.5,52.8,43.9,4.5,8,85.2,561,discharging,249.7,53.0,100,100,85.8,80.5,93.0,30.9
laptop,34.0,52.5,61.1,57.8,6.8,16,61.9,1344,discharging,429.6,74.0,97.5,100,44.7,70.0,79.9,27.8
laptop,67.2,71.9,81.8,59.7,6.4,16,55.0,1500,charging,181.7,74.0,57.5,100,38.5,70.0,61.6,0
laptop,49.0,28.9,70.0,36.6,10.1,16,58.2,1500,charging,1420.0,79.0,86.0,100,40.7,55.5,72.4,18
desktop,33.4,70.9,66.5,42.4,9.2,16,,,,338.1,58.0,82.5,100,100,78.0,85.3,58.6
desktop,67.5,34.5,75.1,57.8,6.8,16,,,,4.3,143.0,78.8,100,100,64.2,80.9,4.6
desktop,7.4,44.8,62.9,35.6,10.3,16,,,,52.7,32.0,95.9,100,100,99.0,98.0,82.2
desktop,70.1,35.8,73.6,46.7,8.5,16,,,,61.8,151.0,81.0,100,100,63.3,81.3,13.4
desktop,35.0,51.8,66.8,37.0,5.0,8,,,,4299.6,59.0,89.8,100,100,53.5,82.3,45.3
desktop,52.8,50.5,71.9,48.8,4.1,8,,,,20.4,36.0,83.1,100,100,97.0,91.6,38.9
laptop,30.0,14.5,56.4,58.9,13.1,32,75.0,881,charging,134.4,25.0,100,100,67.3,100,91.2,31.0
desktop,69.5,68.2,75.7,56.5,13.9,32,,,,622.5,89.0,70.4,100,100,62.5,76.4,8.0
desktop,77.4,23.9,70.6,41.3,18.8,32,,,,10.6,80.0,85.2,100,100,75.0,85.1,0
desktop,26.2,40.8,63.7,53.0,15.0,32,,,,126.2,46.0,94.8,100,100,92.0,94.4,64.7
laptop,57.8,36.1,66.5,51.2,3.9,8,54.3,1500,discharging,873.1,101.0,90.9,99.2,38.0,48.8,70.4,0
laptop,76.3,13.7,69.6,63.1,3.0,8,55.4,1500,charging,120.6,56.0,86.6,88.3,38.8,87.0,73.6,0
desktop,29.6,82.7,70.7,40.9,18.9,32,,,,19.9,61.0,70.6,100,100,84.5,84.4,65.1
laptop,75.7,55.7,82.4,69.5,2.4,8,57.0,1500,charging,3144.7,136.0,62.9,75.8,39.9,33.0,56.0,0
laptop,34.2,74.7,66.2,33.1,10.7,16,65.6,1247,charging,8.5,35.0,81.4,100,49.8,97.5,78.5,21.3
desktop,19.0,44.6,63.8,33.3,10.7,16,,,,4100.7,21.0,94.7,100,100,68.0,89.0,65.2
desktop,36.8,66.0,63.4,47.5,4.2,8,,,,18.1,54.0,88.8,100,100,88.0,91.4,30.4
laptop,50.0,94.2,72.0,54.5,7.3,16,57.6,1500,discharging,2002.0,116.0,58.4,100,40.3,47.2,61.6,10.3
laptop,64.5,19.2,66.3,47.8,8.4,16,58.6,1500,charging,3161.2,98.0,91.2,100,41.0,37.1,70.5,0
laptop,63.9,66.2,75.9,57.2,6.9,16,57.1,1500,discharging,614.8,50.0,70.8,100,40.0,82.0,70.1,7.9
laptop,32.2,36.7,60.5,31.1,11.0,16,69.6,1124,charging,2270.5,44.0,99.3,100,55.4,61.0,81.6,29.4
desktop,55.4,68.3,74.2,49.0,8.2,16,,,,10.0,123.0,72.8,100,100,66.4,79.5,17.3
desktop,26.9,12.4,52.0,45.6,8.7,16,,,,18.6,48.0,100,100,100,91.0,97.0,68.8
desktop,29.5,66.2,62.9,38.2,19.8,32,,,,21.0,26.0,89.5,100,100,100,95.9,31.8
desktop,47.7,86.6,71.6,44.1,17.9,32,,,,376.5,77.0,65.8,100,100,68.5,78.1,15.9
laptop,28.2,52.7,65.6,35.8,10.3,16,66.4,1115,charging,65.4,58.0,91.1,100,51.0,86.0,79.7,25.2
laptop,60.3,59.1,74.5,41.1,9.4,16,55.4,1500,charging,446.6,99.0,76.1,100,38.8,61.0,66.7,0
desktop,52.5,48.5,72.3,63.0,3.0,8,,,,107.1,108.0,82.8,88.4,100,68.0,81.0,24.3
desktop,78.5,71.8,76.5,45.3,4.4,8,,,,131.5,162.0,67.5,100,100,62.1,75.3,12.5
laptop,53.2,81.9,72.5,52.3,7.6,16,56.6,1500,charging,51.6,100.0,68.8,100,39.6,68.9,66.2,8.2
desktop,35.4,87.0,67.3,35.2,10.4,16,,,,531.6,68.0,71.5,100,100,73.0,82.3,42.0
laptop,4.6,86.2,63.1,60.5,6.3,16,95.1,144,charging,4115.4,25.0,78.1,99.4,100,68.0,85.9,28.2
laptop,43.8,80.5,76.3,45.8,17.3,32,62.0,1252,discharging,627.4,97.0,64.1,100,44.8,61.2,66.0,26.6
laptop,12.1,24.9,60.4,47.1,8.5,16,91.3,313,charging,469.3,25.0,99.4,100,99.2,92.0,97.5,54.7
